Metrix_name,uniqueID,Text_
"Dementia review",6113,"93.02% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",6114,"76.68% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",6115,"78.1% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",6116,"86.74% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",6117,"96.82% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",6118,"93.40% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",6119,"93.83% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",6120,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",6121,"88.67% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",6122,"16.1 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",6123,"13.46 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",6124,"75.53% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",6125,"54.18% of people in at-risk groups have had a flu vaccination"
"Identification of people with",6126,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",6127,"0.79 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",6128,"0.82 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",6129,"90.06% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",6130,"88.31% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",6131,"92.59% of people with schizophrenia"
"Mental health â€“ care plans",6132,"96.30% of patients on the mental health register have an agreed care plan"
"Palliative care register",6133,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",6134,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",6135,"83.78% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",6136,"82.54% of patients reported they were satisfied with the opening hours"
Responsive,6137,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",6138,"Performing as or better than expected for 15 out of 17 indicators"
"Seeing preferred GP",6139,"33.33% of patients reported they see or speak to a GP they prefer"
"Smoking support",6140,"95.57% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",6141,"91.29% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",6142,"94.17% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",6143,"88.89 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",6144,"0.27 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",6145,"6.40% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",6146,"70.38% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",6147,"0.68 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",6148,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",6149,"86.76% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",6150,"Performing as or better than expected for 5 out of 5 indicators"
Caring,6151,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",6152,"81.12% of women have attended cervical screening"
"Chronic Disease Management",6153,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",6154,"Low priority (Band 6)"
"Dementia review",6155,"83.87% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",6156,"87.28% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",6157,"92.22% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",6158,"90.27% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",6159,"95.46% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",6160,"93.46% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",6161,"93.44% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",6162,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",6163,"89.87% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",6164,"15.73 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",6165,"18.39 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",6166,"63.19% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",6167,"47.45% of people in at-risk groups have had a flu vaccination"
"Identification of people with",6168,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",6169,"0.76 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",6170,"0.83 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",6171,"87.35% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",6172,"88.09% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",6173,"92.59% of people with schizophrenia"
"Mental health â€“ care plans",6174,"96.15% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",6175,"11.33% of patients reported that they could not be overheard in the reception area"
"Palliative care register",6176,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",6177,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",6178,"85.99% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",6179,"94.36% of patients reported they were satisfied with the opening hours"
Responsive,6180,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",6181,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",6182,"27.62% of patients reported they see or speak to a GP they prefer"
"Smoking support",6183,"96.36% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",6184,"88.19% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",6185,"88.99% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",6186,"66.67 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",6187,"0.28 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",6188,"4.27% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",6189,"67.54% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",6190,"0.31 hypnotics items are prescribed per standardised prescribing unit"
